pc_time,fn,r0_raw,r0_hampel_gate,r0_filtered_ewma,r1,r2,glitch_flag,N,alpha,k1
2026-06-16 11:01:33,10699,0.858833,0.858833,0.857665,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:33,10700,0.859392,0.859392,0.858356,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:33,10701,0.851954,0.851954,0.855795,0.923090,1.102407,0,7,0.40,3.0
2026-06-16 11:01:33,10702,0.858173,0.858173,0.856746,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:33,10703,0.856250,0.856250,0.856548,1.102407,1.371382,0,7,0.40,3.0
2026-06-16 11:01:33,10704,0.854766,0.854766,0.855835,0.967919,1.371382,0,7,0.40,3.0
2026-06-16 11:01:33,10705,0.859564,0.859564,0.857327,0.967919,1.371382,0,7,0.40,3.0
2026-06-16 11:01:34,10706,0.857805,0.857805,0.857518,0.967919,1.371382,0,7,0.40,3.0
2026-06-16 11:01:34,10707,0.861242,0.861242,0.859008,1.102407,1.371382,0,7,0.40,3.0
2026-06-16 11:01:34,10708,0.859376,0.859376,0.859155,1.192065,1.371382,0,7,0.40,3.0
2026-06-16 11:01:34,10709,0.857964,0.857964,0.858679,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:34,10710,0.856715,0.856715,0.857893,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:34,10711,0.854004,0.854004,0.856337,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:34,10712,0.853968,0.853968,0.855390,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:34,10713,0.853186,0.853186,0.854508,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:34,10714,0.850689,0.850689,0.852981,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:34,10715,0.850031,0.850031,0.851801,0.923090,1.371382,0,7,0.40,3.0
2026-06-16 11:01:34,10716,0.850274,0.850274,0.851190,0.923090,1.371382,0,7,0.40,3.0
2026-06-16 11:01:34,10717,0.851238,0.851238,0.851209,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:34,10718,0.851815,0.851815,0.851452,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:34,10719,0.852965,0.852965,0.852057,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:34,10720,0.855871,0.855871,0.853583,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:34,10721,0.858719,0.858719,0.855637,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:34,10722,0.860045,0.860045,0.857400,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:34,10723,0.859557,0.859557,0.858263,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:34,10724,0.858640,0.858640,0.858414,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:34,10725,0.858870,0.858870,0.858596,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:35,10726,0.860609,0.860609,0.859401,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:35,10727,0.865864,0.865864,0.861986,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:35,10728,0.866401,0.866401,0.863752,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:35,10729,0.866938,0.866938,0.865027,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:35,10730,0.867631,0.867631,0.866068,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:35,10731,0.868040,0.868040,0.866857,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:35,10732,0.867925,0.867925,0.867284,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:35,10733,0.867981,0.867981,0.867563,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:35,10734,0.865089,0.865089,0.866573,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:35,10735,0.874727,0.874727,0.869835,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:35,10736,0.881868,0.867981,0.869093,1.371382,1.550699,1,7,0.40,3.0
2026-06-16 11:01:35,10737,0.875213,0.875213,0.871541,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:35,10738,0.879913,0.879913,0.874890,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:35,10739,0.878663,0.878663,0.876399,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:35,10740,0.866953,0.866953,0.872621,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:35,10741,0.866532,0.866532,0.870185,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:35,10742,0.868380,0.868380,0.869463,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:35,10743,0.866365,0.866365,0.868224,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:35,10744,0.864372,0.864372,0.866683,1.371382,1.550699,0,7,0.40,3.0
